_id,jteid,persid,hhid,starthour,startime,arrhour,arrtime,dephour,deptime,jtetraveltime,jte_at,jteelapsedtime,jtedist,origLGA,destLGA,destplace,jtemode,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dur1,dur2,dur3,dur4,dur5,dur6,dur7,dur8,dur9,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,place1,place2,place3,place4,place5,place6,place7,place8,place9,purp1,purp2,purp3,purp4,purp5,purp6,purp7,purp8,purp9,stop1,stop2,stop3,stop4,stop5,stop6,stop7,stop8,stop9,time1,time2,time3,time4,time5,time6,time7,time8,time9,wdjtewgt_LGA,wejtewgt_LGA
3740,Y16H1900217P03JTE1,Y16H1900217P03,Y16H1900217,8,495,8,510,15,945,15,0,15,2.53,Knox (C),Knox (C),Primary School,Vehicle Passenger,2.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,435,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1900217P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,105.51,
3741,Y16H1900217P04JTE1,Y16H1900217P04,Y16H1900217,8,495,8,510,15,945,15,0,15,2.53,Knox (C),Knox (C),Primary School,Vehicle Passenger,2.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,435,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1900217P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,103.08,
3742,Y16H1900230P03JTE1,Y16H1900230P03,Y16H1900230,8,510,8,525,15,945,15,0,15,4.25,Monash (C),Monash (C),Primary School,Vehicle Passenger,4.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1900230P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.48,
3743,Y16H1900230P04JTE1,Y16H1900230P04,Y16H1900230,8,510,8,525,15,945,15,0,15,4.25,Monash (C),Monash (C),Primary School,Vehicle Passenger,4.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1900230P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.79,
3744,Y16H1900510P03JTE1,Y16H1900510P03,Y16H1900510,8,490,8,520,15,915,15,15,30,1.52,Melton (C),Melton (C),Primary School,Walking,0.66,0.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kinder or Preschool,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pick-up or Drop-off Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1900510P03S01,Y16H1900510P03S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,194.06,
3745,Y16H1900518P03JTE1,Y16H1900518P03,Y16H1900518,8,510,8,520,15,900,10,0,10,0.81,Melton (C),Melton (C),Primary School,Vehicle Passenger,0.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,380,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1900518P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,179.61,
3746,Y16H1900527P04JTE1,Y16H1900527P04,Y16H1900527,8,505,8,530,12,745,25,0,25,21.04,Melton (C),Brimbank (C),Secondary School,Vehicle Passenger,21.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1900527P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,385.74
3747,Y16H1900539P03JTE1,Y16H1900539P03,Y16H1900539,8,505,8,515,15,910,10,0,10,3.6,Melton (C),Melton (C),Primary School,Vehicle Passenger,3.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1900539P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185.27,
3748,Y16H1900539P04JTE1,Y16H1900539P04,Y16H1900539,8,505,8,515,15,910,10,0,10,3.6,Melton (C),Melton (C),Primary School,Vehicle Passenger,3.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1900539P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,187.18,
3749,Y16H1910110P03JTE1,Y16H1910110P03,Y16H1910110,8,480,8,520,15,930,35,5,40,17.04,Mornington Peninsula (S),Mornington Peninsula (S),Primary School,Vehicle Passenger,5.63,11.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kinder or Preschool,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pick-up or Drop-off Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910110P03S01,Y16H1910110P03S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.74,
3750,Y16H1910110P04JTE1,Y16H1910110P04,Y16H1910110,8,480,8,520,15,930,35,5,40,17.04,Mornington Peninsula (S),Mornington Peninsula (S),Primary School,Vehicle Passenger,5.63,11.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kinder or Preschool,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pick-up or Drop-off Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910110P04S01,Y16H1910110P04S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.61,
3751,Y16H1910111P02JTE1,Y16H1910111P02,Y16H1910111,8,510,8,525,15,930,15,0,15,5.34,Mornington Peninsula (S),Mornington Peninsula (S),Secondary School,Vehicle Passenger,5.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910111P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.52,
3752,Y16H1910129P03JTE1,Y16H1910129P03,Y16H1910129,7,460,8,490,15,900,30,0,30,3.85,Mornington Peninsula (S),Mornington Peninsula (S),Secondary School,School Bus,0.96,2.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910129P03S01,Y16H1910129P03S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.9,
3753,Y16H1910129P04JTE1,Y16H1910129P04,Y16H1910129,7,460,8,490,15,907,30,0,30,3.85,Mornington Peninsula (S),Mornington Peninsula (S),Secondary School,School Bus,0.96,2.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,417,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910129P04S01,Y16H1910129P04S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.9,
3754,Y16H1910129P05JTE1,Y16H1910129P05,Y16H1910129,8,510,8,520,15,930,10,0,10,4.18,Mornington Peninsula (S),Mornington Peninsula (S),Primary School,Vehicle Passenger,4.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910129P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.9,
3755,Y16H1910132P04JTE1,Y16H1910132P04,Y16H1910132,8,480,8,520,15,950,40,0,40,14.08,Mornington Peninsula (S),Mornington Peninsula (S),Secondary School,School Bus,14.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,School Bus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910132P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.52,
3756,Y16H1910138P03JTE1,Y16H1910138P03,Y16H1910138,8,525,8,530,15,925,5,0,5,1.2,Mornington Peninsula (S),Mornington Peninsula (S),Secondary School,Vehicle Passenger,1.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910138P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.32,
3757,Y16H1910138P04JTE1,Y16H1910138P04,Y16H1910138,8,525,8,530,15,925,5,0,5,1.2,Mornington Peninsula (S),Mornington Peninsula (S),Secondary School,Vehicle Passenger,1.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910138P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.32,
3758,Y16H1910139P03JTE1,Y16H1910139P03,Y16H1910139,7,450,8,495,17,1050,45,0,45,43.23,Mornington Peninsula (S),Casey (C),Secondary School,Vehicle Passenger,43.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,555,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910139P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.93,
3759,Y16H1910139P04JTE1,Y16H1910139P04,Y16H1910139,7,450,8,495,8,496,45,0,45,43.23,Mornington Peninsula (S),Casey (C),Secondary School,Vehicle Passenger,43.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910139P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.3,
3760,Y16H1910211P03JTE1,Y16H1910211P03,Y16H1910211,8,495,8,515,14,890,20,0,20,4.14,Manningham (C),Manningham (C),Primary School,Vehicle Passenger,4.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910211P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117.11,
3761,Y16H1910303P03JTE1,Y16H1910303P03,Y16H1910303,8,525,9,575,13,780,50,0,50,13.28,Kingston (C) (Vic.),Monash (C),Tertiary,Vehicle Driver,11.93,1.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,205,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Car Park,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910303P03S01,Y16H1910303P03S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,155.32,
3762,Y16H1910304P03JTE1,Y16H1910304P03,Y16H1910304,8,480,8,520,14,880,40,0,40,6.3,Kingston (C) (Vic.),Kingston (C) (Vic.),Secondary School,Train,3.34,1.93,1.03,N/A,N/A,N/A,N/A,N/A,N/A,5,1,360,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Train,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Train Station,Train Station,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910304P03S01,Y16H1910304P03S02,Y16H1910304P03S03,N/A,N/A,N/A,N/A,N/A,N/A,5,4,25,N/A,N/A,N/A,N/A,N/A,N/A,115.02,
3763,Y16H1910304P04JTE1,Y16H1910304P04,Y16H1910304,8,480,8,490,15,920,10,0,10,3.36,Kingston (C) (Vic.),Kingston (C) (Vic.),Primary School,Vehicle Passenger,3.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910304P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,115.02,
3764,Y16H1910336P02JTE1,Y16H1910336P02,Y16H1910336,8,510,8,525,16,990,15,0,15,1.55,Kingston (C) (Vic.),Kingston (C) (Vic.),Tertiary,Walking,1.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,465,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910336P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140.62,
3765,Y16H1910403P03JTE1,Y16H1910403P03,Y16H1910403,10,625,11,695,16,975,70,0,70,26.2,Hume (C),Melbourne (C),Tertiary,Train,1.07,7.55,17.34,0.24,N/A,N/A,N/A,N/A,N/A,16,8,0,280,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,Train,Walking,N/A,N/A,N/A,N/A,N/A,Bus Stop,Train Station,Train Station,Tertiary,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,Y16H1910403P03S01,Y16H1910403P03S02,Y16H1910403P03S03,Y16H1910403P03S04,N/A,N/A,N/A,N/A,N/A,5,5,31,5,N/A,N/A,N/A,N/A,N/A,154.06,
3766,Y16H1910403P05JTE1,Y16H1910403P05,Y16H1910403,7,440,9,540,16,960,100,0,100,27.72,Hume (C),Melbourne (C),Tertiary,Train,1.07,7.55,17.34,0.13,1.01,0.62,N/A,N/A,N/A,15,5,2,0,0,420,N/A,N/A,N/A,Walking,Public Bus,Train,Walking,Tram,Walking,N/A,N/A,N/A,Bus Stop,Train Station,Train Station,Tram Stop,Tram Stop,Tertiary,N/A,N/A,N/A,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Education,N/A,N/A,N/A,Y16H1910403P05S01,Y16H1910403P05S02,Y16H1910403P05S03,Y16H1910403P05S04,Y16H1910403P05S05,Y16H1910403P05S06,N/A,N/A,N/A,10,5,35,5,13,10,N/A,N/A,N/A,118.08,
3767,Y16H1910403P06JTE1,Y16H1910403P06,Y16H1910403,7,465,8,500,14,890,35,0,35,7.09,Hume (C),Hume (C),Secondary School,Public Bus,1.07,5.56,0.47,N/A,N/A,N/A,N/A,N/A,N/A,5,0,390,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910403P06S01,Y16H1910403P06S02,Y16H1910403P06S03,N/A,N/A,N/A,N/A,N/A,N/A,5,20,5,N/A,N/A,N/A,N/A,N/A,N/A,118.08,
3768,Y16H1910416P04JTE1,Y16H1910416P04,Y16H1910416,8,480,9,540,16,960,60,0,60,21.51,Hume (C),Darebin (C),Tertiary,Vehicle Driver,21.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910416P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,134.32,
3769,Y16H1910416P05JTE1,Y16H1910416P05,Y16H1910416,7,450,8,485,15,930,35,0,35,15.49,Hume (C),Moonee Valley (C),Secondary School,Vehicle Passenger,15.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,445,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910416P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,136.55,
3770,Y16H1910418P03JTE1,Y16H1910418P03,Y16H1910418,8,490,8,510,15,930,20,0,20,6.73,Hume (C),Hume (C),Secondary School,Vehicle Passenger,6.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910418P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114.08,
3771,Y16H1910418P04JTE1,Y16H1910418P04,Y16H1910418,8,490,8,510,15,930,20,0,20,6.73,Hume (C),Hume (C),Secondary School,Vehicle Passenger,6.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910418P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,138.63,
3772,Y16H1910423P03JTE1,Y16H1910423P03,Y16H1910423,7,470,8,480,16,960,10,0,10,2.77,Hume (C),Hume (C),Primary School,School Bus,2.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,School Bus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910423P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,136.55,
3773,Y16H1910437P03JTE1,Y16H1910437P03,Y16H1910437,7,450,8,510,13,780,60,0,60,20.76,Hume (C),Darebin (C),Tertiary,Vehicle Driver,20.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,270,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910437P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,151.94,
3774,Y16H1910437P04JTE1,Y16H1910437P04,Y16H1910437,8,480,9,540,15,915,60,0,60,20.76,Hume (C),Darebin (C),Tertiary,Vehicle Driver,20.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910437P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112.37,
3775,Y16H1910437P05JTE1,Y16H1910437P05,Y16H1910437,7,465,8,510,15,910,45,0,45,6.34,Hume (C),Hume (C),Secondary School,Public Bus,0.13,5.75,0.46,N/A,N/A,N/A,N/A,N/A,N/A,2,5,400,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1910437P05S01,Y16H1910437P05S02,Y16H1910437P05S03,N/A,N/A,N/A,N/A,N/A,N/A,3,25,10,N/A,N/A,N/A,N/A,N/A,N/A,116.46,
3776,Y16H1911015P04JTE1,Y16H1911015P04,Y16H1911015,7,460,8,520,15,908,54,6,60,28.46,Greater Geelong (C),Greater Geelong (C),Secondary School,School Bus,1.32,27.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,388,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,School Bus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pick-up or Drop-off Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y16H1911015P04S01,Y16H1911015P04S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,130.63,
